
Index,Timestamp,Elapsed Time [s],Time Increment [s],Voltage [V],Current [A],Charging Coulombs [Ah],Discharging Coulombs [Ah],Estimated SOC
78,2025-02-13 18:48:35.601,15097.124,345.36,3.594263,0.0,0,1.8201015,33.9964
79,2025-02-13 18:50:35.609,15217.132,120.006,3.371828,1.400175,0,1.8667759,32.32946
80,2025-02-13 18:56:24.592,15566.115,348.981,3.580525,0.0,0,1.8667759,32.32946
81,2025-02-13 18:58:24.600,15686.123,120.007,3.357719,1.400271,0,1.9134543,30.66237
82,2025-02-13 19:04:17.489,16039.012,352.89,3.565718,0.0,0,1.9134543,30.66237
83,2025-02-13 19:06:17.497,16159.02,120.007,3.341946,1.400287,0,1.9601333,28.99526
84,2025-02-13 19:12:14.593,16516.117,357.094,3.549855,0.0,0,1.9601333,28.99526
85,2025-02-13 19:14:14.605,16636.128,120.007,3.325503,1.400223,0,2.0068101,27.32823
86,2025-02-13 19:20:16.208,16997.731,361.597,3.532372,0.0,0,2.0068101,27.32823
87,2025-02-13 19:22:16.220,17117.743,120.004,3.307218,1.400175,0,2.0534842,25.6613
88,2025-02-13 19:28:22.800,17484.323,366.573,3.5126,0.0,0,2.0534842,25.6613
89,2025-02-13 19:30:22.827,17604.35,120.023,3.28743,1.400135,0,2.1001643,23.99415
90,2025-02-13 19:36:35.043,17976.566,372.215,3.491876,0.0,0,2.1001643,23.99415
91,2025-02-13 19:38:35.050,18096.573,120.004,3.269382,1.400095,0,2.1468357,22.32731
92,2025-02-13 19:44:53.137,18474.661,378.083,3.470973,0.0,0,2.1468357,22.32731
93,2025-02-13 19:46:53.148,18594.671,120.005,3.254218,1.400103,0,2.1935077,20.66045
94,2025-02-13 19:53:17.171,18978.694,384.024,3.455125,0.0,0,2.1935077,20.66045
95,2025-02-13 19:55:17.208,19098.731,120.03,3.238073,1.400095,0,2.2401892,18.99325
96,2025-02-13 20:01:45.734,19487.257,388.522,3.442816,0.0,0,2.2401892,18.99325
